"Age","rectal_temperature","pulse","respiratory_rate","temperature_of_extremities","peripheral_pulse","mucous_membranes","capillary_refill_time","pain","peristalsis","abdominal_distension","nasogastric_tube","nasogastric_reflux","nasogastric_reflux_PH","rectal_examination_-_feces","abdomen","packed_cell_volume","total_protein","abdominocentesis_appearance","abdomcentesis_total_protein","outcome","surgical_lesion"
1,38.5,54,30,1,1,1,1,3,1,1,2,1,5,1,4,40,6.8,2,7,"1",2
1,38.5,66,24,1,1,1,1,3,3,1,2,1,5,4,5,40,6.7,1,3,"1",1
1,37.8,82,12,3,1,1,2,4,3,3,1,3,5,3,4,50,7,2,3,"2",1
9,39.5,84,30,2,2,3,1,3,3,2,2,2,5,3,4,28,5,2,3,"1",2
1,38,72,30,2,2,3,1,3,3,2,2,2,5,3,4,46,24,2,3,"1",1
1,38,50,36,2,1,1,1,3,2,2,2,2,5,3,4,39,6.6,1,5.3,"1",1
1,38.6,45,16,2,1,2,1,1,1,2,2,2,5,1,1,43,58,2,3,"1",2
1,38.9,80,44,3,3,3,1,2,3,3,2,2,7,3,1,54,6.5,3,3,"2",1
1,37,66,20,1,3,2,1,4,3,3,1,2,5,1,5,35,6.9,2,3,"2",1
1,38,78,24,3,3,3,1,3,3,2,2,1,5,3,4,43,62,2,2,"2",2
1,38.5,40,16,1,1,1,1,2,1,1,2,2,5,3,2,37,67,2,3,"1",2
1,38,120,70,4,2,4,2,2,4,2,2,2,5,3,5,55,65,2,3,"2",2
1,37.2,72,24,3,2,4,2,4,3,3,3,1,5,4,4,44,24,3,3.3,"2",1
1,37.5,72,30,4,3,4,1,4,4,3,2,1,5,3,5,60,6.8,2,3,"2",1
1,36.5,100,24,3,3,3,1,3,3,3,3,1,5,4,4,50,6,3,3.4,"1",1
1,37.2,40,20,2,2,3,1,3,3,2,2,2,5,4,1,36,62,1,1,"2",2
1,38.22231457652818,69.33222508166183,29.110741693887277,3,3,3,2.5553708469436387,5,3.4446291530563613,3.4446291530563613,2.5553708469436387,2,5,3.5553708469436387,5,45.55537084694364,7.011572882640904,2,3,"2",1.444629153056361
1,38.369612783182426,67.5646466018109,28.5215488672703,3,3,3,2.2607744336351514,5,3.7392255663648486,3.7392255663648486,2.2607744336351514,2,5,3.2607744336351514,5,45.26077443363515,7.748063915912122,2,3,"2",1.7392255663648488
1,38.494625874660755,88,27.694990458246295,2.6412492048538576,2.6412492048538576,4,1,2.3587507951461424,3.3587507951461424,2.6412492048538576,2,2.6412492048538576,2.435003180584569,4,3.9237476145615733,53.20624602426929,68.96876987865356,2,2.6412492048538576,"2",2
1,39.07931224541524,84.20695628447874,21.379288623825914,2.1724110779782393,2.1724110779782393,3.8275889220217607,1.172411077978239,3.344822155956478,4,2.344822155956478,2,2,5,3.8275889220217607,2.517233233934717,49.1379446101088,71.7933114268669,2,2.1724110779782393,"2",2
9,39.1,164,84,4,1,6,2,2,4,4,1,2,5,3,4,48,7.2,3,5.3,"2",1
9,39.00024524094484,159.34477791075943,72.69446064041574,3.0024524094484475,1.6650317270343684,6,2,2.9975475905515525,3.6674841364828157,3.3349682729656314,1,1.6674841364828157,5,3,4,48.66503172703437,6.867484136482816,2.6674841364828157,4.535213513910477,"2",1
1,38.27111692957827,97.52588713614485,35.809264107981896,2.8092641079818947,2.8092641079818947,3.5722076760543158,2,2.1907358920181053,3.8092641079818947,2,1.1907358920181053,2,5,3.8092641079818947,4.809264107981894,70.76294356807242,8.290190518780085,2,3,"2",1.1907358920181053
1,37.48587018362761,104,33.672355831231314,2.2655288337537365,2.2655288337537365,5.734471166246264,2,2.7344711662462635,3.2655288337537365,2.2655288337537365,2,2.2655288337537365,5,3.2655288337537365,4,72.67235583123131,7.718634600504484,2,3.1062115335014946,"2",1.7344711662462635
1,38,63.48153249093529,35.22229873640293,2.1296168772661783,2,2.1296168772661783,1,4.740766245467643,3.1296168772661783,2.8703831227338217,2,1.8703831227338215,5,3,4,42.25923375453236,7.777770126359707,2,3,"2",1
1,38,62.054154094082016,33.08123114112303,2.486461476479496,2,2.486461476479496,1,4.027077047041008,3.486461476479496,2.513538523520504,2,1.513538523520504,5,3,4,42.97292295295899,7.991876885887698,2,3,"2",1
1,38,75.6030651457325,32.702298859299376,3,3.4503831432165626,1.9007662864331252,1,4.549616856783437,3.4503831432165626,3.4503831432165626,1.4503831432165626,1,5,3.5496168567834374,5,38,6.364885057035031,2,3,"2",1
1,38.31755435759233,71.10847798741487,30.919130278522783,3,3.364891284815348,3,1.6351087151846522,4.635108715184653,4,4,2,1.6351087151846522,5,3,5,42.445761006292564,7.597239173406235,2,3,"2",1.6351087151846522
6.099159428683092,38.18130253570731,82.57226814322004,28,1.725210142829227,1.725210142829227,2.3626050714146136,1.3626050714146136,2.450420285658454,3.3626050714146136,2.7252101428292272,2.6373949285853864,2,6.4022688428878505,1.725210142829227,2.450420285658454,39.900840571316905,6.933991664253611,1.3626050714146136,3,"2",2
9,38,92,28,1,1,2,1,1,3,2,3,2,7.2,1,1,37,6.1,1,3,"2",2
1,37.6,92.08908551904676,42.133628278570136,3,1,2.533407069642534,1,4.022271379761689,3,2.5111356898808443,1.5111356898808446,3,3.033407069642534,3.5111356898808443,4,44.511135689880845,6.408908551904675,2,3,"2",1
1,37.6,96,48,3,1,4,1,5,3,3,2,3,4.5,4,4,45,6.8,2,3,"2",1
3.76293156993205,38,122.76293156993205,32.07219867744904,3.6546335537584937,3,5.3092671075169875,2,4.654633553758494,4,3.6546335537584937,2.3453664462415063,2,5,4,5,55.618534215033975,5.639709272596971,3,4.176293156993205,"2",1.3453664462415063
9,38,128,36,3,3,4,2,4,4,3,3,2,5,4,5,53,7.8,3,4.7,"2",2
1,37.993707970860285,72,29.95280978145214,2.0078650364246435,2,3.0078650364246435,1.0078650364246435,3.0078650364246435,3,2.0078650364246435,2.0078650364246435,1.9921349635753565,5,3.0078650364246435,4,45.98426992715071,24,2.0078650364246435,3.002359510927393,"2",1.9921349635753565
1,38,72.82812226478104,30,2,2.20703056619526,3,1,3,3.20703056619526,2.4140611323905206,2,2,5,3,4.20703056619526,46,24,2,3,"2",1.7929694338047397
1,37.86315536458489,98.17540486113188,30,3,2.4561487847170307,4,2,5,4,2.9122975694340614,2.4561487847170307,2,4.543851215282969,2.9122975694340614,4.456148784717031,62.193041493019216,6.8473785416604365,2,3,"2",1
1,38.04734539751573,96,29.305309204968555,3,3,4,1.6526546024842776,4.305309204968555,4,3.3053092049685553,2.6526546024842776,2.3473453975157224,5.215708891305028,3.6526546024842776,4.652654602484278,65.30530920496855,8.021018096273583,2,3,"2",1
1,37.725077902385166,109.90937419049152,13.909374190491512,2.522656452377122,3,4.477343547622878,2,2.477343547622878,3.522656452377122,1.5226564523771218,1.5226564523771218,2.522656452377122,5.522656452377122,3,3.9546870952457565,51.52265645237712,7.149844195229668,2.522656452377122,4.34500129521358,"2",1.4773435476228782
1,37.341644398946265,106.58355601053738,15.186998976290905,3,2.822944501317172,4,2,2.531166496048484,4,2,2,2.822944501317172,5.822944501317172,2.822944501317172,3.177055498682828,53.239388490779795,7.863594552502626,2.822944501317172,6.620955805795557,"2",1
1,37.853283661728206,100.08756431275214,26.934326765435898,3.510945539094017,3,3.489054460905983,2,4.489054460905983,4,3.489054460905983,2.489054460905983,2.510945539094017,4.510945539094017,3.489054460905983,3.4671633827179487,69.57661877365813,7.959850985184616,2,3,"2",1
1,38.404375083100405,73.2674936843691,27.235000664803252,3.191249833799187,3,3,2,4.808750166200813,4,3.808750166200813,2,2.191249833799187,5,3,4.426250498602439,50.35499534637724,8.4,2,3,"2",1.808750166200813
1,38.1177246359576,116.86067637446389,24.50618365531181,3.2151690936159723,3,5.607584546807987,2,4.215169093615972,3.607584546807986,2.822753640423959,1.6075845468079861,2,5,3.607584546807986,5,54.645507280847916,5.088623179788021,2.607584546807986,2.76199518574316,"2",1.3924154531920139
1,38.482563426082116,70.01041200111251,26.953805564927173,2.9128171304105974,3,3.1743657391788047,2,4.825634260821195,3.9128171304105974,3.738451391231793,1.9128171304105976,2,5,3,5,45.52309721753642,8.190761112985435,2,2.8256342608211953,"2",2
4.468493363448899,38.80349316930178,100.684933634489,57.48219358931564,2.5664383295688875,2.5664383295688875,3,1.5664383295688875,4.132876659137775,3.5664383295688875,3.132876659137775,2,2,5,3,4.5664383295688875,45.43356167043111,15.163562058725354,2,3,"2",1.5664383295688875
1.8196487803351902,38.57171926827933,74.1964878033519,34.967014632849114,2.8975439024581013,2.8975439024581013,3,1.8975439024581013,4.795087804916203,3.8975439024581013,3.7950878049162027,2,2,5,3,4.897543902458101,45.102456097541896,9.99831512165362,2,3,"2",1.8975439024581013
1,38,89.72643826235552,30,3.86321913117776,3,4.27356173764448,2,5,3.86321913117776,3.86321913117776,1.8632191311777602,2.13678086882224,5,4,5,56.09424695057792,6.154712347528895,2.13678086882224,3,"2",1
1,38.39274408307648,70.71926034463495,28.429023667694086,3,3,3.6435355015411295,2,5,3.7854881661529567,3.7854881661529567,1.7854881661529567,2.2145118338470433,5,3.2145118338470433,5,48.861213009246775,7.992427515690618,2.2145118338470433,3,"2",1.7854881661529567
1,38.14208865666184,104.65442508052114,29.431645373352634,3,3.7158226866763173,3.7158226866763173,1.2841773133236827,4.284177313323682,4,4,1.2841773133236827,1.2841773133236827,5,3,5,50.01075880673422,50.3472094392322,2,2.2841773133236827,"2",1.2841773133236827
1,38.40481978175606,76.27946357034546,28.380720872975758,3,3.190360436487879,3.190360436487879,1.8096395635121212,4.809639563512121,4,4,1.8096395635121212,1.8096395635121212,5,3,5,46.33252305541515,19.555121578189706,2,2.809639563512121,"2",1.8096395635121212
1,35.4,140,24,3,3,4,2,4,4,2,2,1,5,3,5,57,69,3,2,"2",1
1,35.51140557828097,139.1430340132233,24.257089796033007,3,3.042848299338835,4,1.9571517006611652,4,4,2.0856965986776697,1.9571517006611652,1,5,3,5,56.78575850330583,68.91430340132233,2.957151700661165,2,"2",1
1,37.939644947631706,120,29.59763298421135,3.7988164921056757,3,3.7988164921056757,1.7988164921056757,5,3.7988164921056757,3.7988164921056757,1,1,5,3.7988164921056757,4.798816492105676,61.00591753947162,6.600591753947162,3,3,"2",1
1,38,120,30,4,3,4,2,5,4,4,1,1,5,4,5,60,6.5,3,3,"2",1
1,38.696135909080134,72.86475681780482,35.8454363632055,3,3,3,2,3.528980681898969,3.509660227299656,3.509660227299656,2,2,5.980679545400688,3,3.0386409091986253,49.41305795430309,7.468354431869347,2.490339772700344,3,"2",1.5096602272996562
1,38.9,80,44,3,3,3,2,2,3,3,2,2,7,3,1,54,6.5,3,3,"2",1
1,37.350979073071855,81.90952052669742,45.677245029663794,3,3,4.767724502966379,2,4.1161377485168105,1.3484132455504307,2.2322754970336205,1.1161377485168102,2,5,2.1161377485168105,1.464550994067241,69.74814304152932,5.836799470698749,2,3.9722484766315085,"2",2
1,37.2,84,48,3,3,5,2,4,1,2,1,2,5,2,1,73,5.5,2,4.1,"2",2
1,37.701270268152925,77.97459463694153,32.987297318470766,2.0042342271764118,3.0042342271764118,4.506351340764618,1.4978828864117941,3.5021171135882057,3,3.0042342271764118,2,2,5,3.4978828864117943,4.497882886411794,46,24,2.4978828864117943,3,"2",1
1,37.6829063638507,80.22791514865737,33.170936361493034,1.4715106064178283,2.4715106064178283,3,1.5284893935821717,3,3.4715106064178283,2.9430212128356565,2,2,5,3.5284893935821717,5,46,24,2.5284893935821717,3,"2",1
1,40.3,114,36,3,3,1,2,2,3,3,2,1,7,1,5,57,8.1,3,4.5,"2",1
1,39.92315537261953,103.95080993652098,34.325134989420164,3,3,1.4187162526449588,2,2.628074378967438,3.2093581263224795,3.2093581263224795,2,1.2093581263224795,6.581283747355041,1.4187162526449588,5,54.487702484130246,8.162807437896744,2.7906418736775205,4.185962810516281,"2",1.2093581263224795
9,38.00253710310448,128.1353121655724,35.9323439172138,3,2.9957714948258625,4.0042285051741375,1.9957714948258625,3.9957714948258625,3.9957714948258625,3.0042285051741375,3,2,5,4,4.9957714948258625,52.93657242238794,7.868501783821028,2.9957714948258625,4.692811541203966,"2",1.9957714948258625
4.985293821479827,38.5498161727685,112.82720240238797,24.01470617852017,3,2.5018382723150214,3.9963234553699567,1.5018382723150216,4.003676544630043,3.5018382723150214,4,2.4981617276849786,2,5,3.4981617276849786,4.501838272315021,41.51286790620515,16.171322951885664,2,3,"2",1.5018382723150216
1,38,67.53657663335935,33.34756752498049,2.4420720791699186,2.4420720791699186,1.5579279208300814,1,5,3,3,1.5579279208300814,1.5579279208300814,5,3.4420720791699186,4.442072079169918,40.23171168332033,7.169513504996098,2,3,"2",1
1,38.2619022790049,65.0476091160196,31.809563535921612,2.5238045580097985,2.5238045580097985,2.5238045580097985,1.5238045580097987,5,3.5238045580097985,3.5238045580097985,2,2,5,3,4.5238045580097985,43.571413674029394,8.06666319060686,2,3,"2",1.5238045580097987
1,38,72,20,4,3,3,1,5,4,3,2,2,5,4,4,53,5.9,3,3,"2",1
1,38,71.5857667148694,19.17153342973878,3.792883357434695,3.207116642565305,3.4142332851306096,1.2071166425653048,4.378650072304086,3.792883357434695,2.792883357434695,2,1.7928833574346952,5,4,4.207116642565305,54.44981649795714,6.231386628104488,2.792883357434695,3,"2",1
1,38.061734823271365,96.49387858617092,30,3,3,3.2469392930854624,2,4.876530353457269,3.8765303534572686,4,1.1234696465427312,1.8765303534572688,5,4,5,58.271424948401766,24,2,3,"2",1.1234696465427312
1,38,96,30,3,3,3,2,5,4,4,1,2,5,4,5,60,24,2,3,"2",1
1,37.8,88,22,2,1,2,1,3,3,2,2,2,5,4,4,64,8,1,6,"2",1
1,37.98808148683963,89.67183543857453,23.253876578930903,2.2089794298218175,1.4179588596436346,2.4179588596436346,1,3,3.2089794298218175,2,2,2.2089794298218175,5.522448574554543,3.7910205701781825,4,64,8.208979429821817,1.2089794298218173,5.373061710534548,"2",1
1,38.138954652531275,126.94773262656378,20.27317432281071,3.694773262656378,3.305226737343622,4,1.6947732626563778,2.6104534746872443,4,4,1,1,5,3,4.305226737343622,61.03205241453291,77.42159893984567,2,2,"2",1.6947732626563778
1,38.84350958119825,124.63742015668127,33.16025549861992,2.927484031336255,2.4637420156681276,4.536257984331872,1.4637420156681276,2.5362579843318724,3.4637420156681276,3.4637420156681276,1,1.5362579843318724,5,3.5362579843318724,4,60.17367814101315,72.3473562820263,1.4637420156681276,2,"2",2
1,37,60,20,3,2,3,1,3,3,3,2,2,4.5,4,4,43,7.6,2,3,"2",1
1,37.04766657005861,60.4237028449654,20,2.947037144379325,1.9470371443793248,2.947037144379325,1,2.947037144379325,3.052962855620675,2.947037144379325,2,2,4.526481427810338,3.841111433137975,4.052962855620675,43.10592571124135,7.409333719765569,2.052962855620675,2.989407428875865,"2",1
1,37.979294792535406,59.7239305671387,20.690173582153253,3.8619652835693494,2.9309826417846745,3.9309826417846745,1.9309826417846747,4.861965283569349,3.9309826417846745,2,2,1.0690173582153253,5,3.9309826417846745,4.9309826417846745,46,24,2,3,"2",1
1,37.914859602117616,58.86479469490154,22.83801326274615,3.4323973474507703,2.716198673725385,3.716198673725385,1.7161986737253851,4.43239734745077,3.716198673725385,2,2,1.2838013262746149,5,3.716198673725385,4.716198673725385,46,24,2,3,"2",1
1,38.1,52,24,1,1,5,1,4,3,1,2,3,7,1,4,54,7.5,2,2.6,"2",1
1,37.83893567053168,52,24,1,2.7404288631220917,3.2595711368779083,1,4,3.870214431561046,1,2,3,5.8687212389706405,1.8702144315610458,4.870214431561045,48.77871341063373,6.716807011595058,1.1297855684389542,3.5572358747171506,"2",1
3.715127532490661,38.33030452921933,68.036345649368,28.678781883122664,2.6606090584386672,2.6606090584386672,3,1.6606090584386672,4.3212181168773345,3.6606090584386672,3.3212181168773345,2,2,5,3,4.660609058438667,42.28487246750934,7.212131704535336,2,3,"2",1.6606090584386672
9,38,72,30,2,2,3,1,3,3,2,2,2,5,3,4,37,4.9,2,3,"2",1
7.113131889148165,39.322626377829636,97.16969783372225,30.47171702771296,3,3,4.7641414861435205,1.7641414861435205,2,3,2.2358585138564795,2,2.2358585138564795,4.056565944574082,3.2358585138564795,4.2358585138564795,49.65100959699536,57.70757554156944,2,2.2358585138564795,"2",1.2358585138564795
9,39.7,100,30,3,3,5,2,2,3,2,2,2,5,3,4,48,57,2,2,"2",1
1,38,72,30,2.1502466870365162,2.1502466870365162,3,1.3004933740730322,3.3004933740730324,3,2.1502466870365162,2.1502466870365162,2,5,3.1502466870365162,4.150246687036516,45.150246687036514,8.279309276297754,2,3,"2",1
1,38,72,30,3,3,3,2.2243892840173825,5,3,3,3,2,5,4,5,46,5.9,2,3,"2",1
1,36.35635051414888,96.545017138296,34.272508569148,3,3,3.8545017138296,1,3.8545017138296,3,2,2,2.1454982861704,5,3.8545017138296,4,46.7090034276592,6.4872989717022405,3,3.7745979434044803,"2",1
1,37.05130311484893,92.57247404292559,35.54275259570744,3,1.9144948085851174,2.371742212877676,1,3.4572474042925587,3,2,1.4572474042925587,2.5427525957074413,3.1003659150239553,3.4572474042925587,4,45.37174221287768,6.182898961717024,2.4572474042925587,3.274348442575535,"2",1
1,38,72,24,3,3,6,2,5,3,4,1,1,5,3,4,68,7.8,2,3,"2",1
1,37.71859376479837,72,27.376874822419563,3.5628124704032604,3,4.874375059193479,1.4371875295967398,4.43718752959674,3.5628124704032604,3.4371875295967396,1.5628124704032602,1,5,3,4.56281247040326,63.49750023677392,7.237187529596739,2,3,"2",1
1,38.35832725439883,84.81486884978816,41.59256557510592,3,3,3.6018586062235194,1.6018586062235194,3.805575818670558,3.6018586062235194,3,2.6018586062235194,2,5.796282787552961,3.6018586062235194,3.4074344248940776,51.59256557510592,7.222230327468223,3,2.037026230042369,"2",1
1,38.483163998766564,83.70520889985279,42.147395550073604,3,3,3.463151112481598,2,3.3894533374447953,3.463151112481598,3,2.463151112481598,2,6.073697775036804,3.463151112481598,2.8526044499263934,52.147395550073604,7.055781334977918,3,2.2589582200294425,"2",1
1,38,40,16,2,2,3,1,3,3,2,2,2,5,3,4,50,7,2,3.9,"2",1
1,38.21866977743522,41.45779851623478,21.831194064939112,2,2,3,1,3,3,2,2,2,5,3,4,42.71100741882611,8.093348887176084,2,3.2439906676943497,"2",1
1,39.86323698433947,115.13938177998398,34.860618220016015,3.1898969633306637,3,1.5696908899919912,2,2.5696908899919912,3.1898969633306637,3.1898969633306637,1.8101030366693363,1,6.6202060733386725,1.5696908899919912,5,57.56969088999199,7.796164858670938,3,4.215154555004005,"2",1
1,39.52602513805807,93.36067034821522,32.56011172470254,3,3,1.859972068824366,2,3.289958103236549,3.429986034412183,3.429986034412183,2,1.4299860344121829,6.140027931175634,1.859972068824366,5,51.840167587053806,8.228995810323655,2.570013965587817,3.8550209483817257,"2",1.4299860344121829
1,38.4716442886343,66.34026853638838,28.113422845462793,3,3,2.886577154537207,1.9432885772686035,5,3.9432885772686035,3.9432885772686035,1.9432885772686035,1.9432885772686035,5,3.0567114227313965,5,44.603020040880224,8.292248296810346,2,3,"2",1.9432885772686035
1,38.33501371139061,67.97983546331267,28.659945154437555,3,3,2.3400548455624453,1.6700274227812226,5,3.6700274227812226,3.6700274227812226,1.6700274227812226,1.6700274227812226,5,3.3299725772187774,5,42.69019195946856,7.773052103284323,2,3,"2",1.6700274227812226
1,37.56035427620881,89.34911430947795,37.396457237911825,3,2.3254428452610214,5.349114309477957,1.6745571547389786,4.023671464216935,3.6745571547389786,3,2,2.3254428452610214,3.698228618955914,1.9763285357830647,5,61.74557154738979,53.25442845261021,2.6745571547389786,2.3254428452610214,"2",1.3254428452610214
1,38.1,88,32,3,3,4,1,2,3,3,2,3,1,4,5,55,60,2,3,"2",2
1,38,67.80146522519645,14.148901081102661,2.049633693700887,2.0248168468504435,4,1.0248168468504435,4.0248168468504435,3.0248168468504435,2,2,1,4.31737179279531,3.0248168468504435,4.0248168468504435,46,24,2,2.8049633693700886,"2",1
1,38,60,20,4,3,4,2,5,4,2,2,1,5,4,5,46,24,2,3,"2",1
1,37.92491007643285,54.498201528657056,24.713771865330585,1.3568859326652936,3,3,1.1784429663326468,4.178442966332646,4,1.5353288989979403,2,2.821557033667353,5.575089923567147,2.178442966332647,5,47.46467110100206,6.921197339398764,1.1784429663326468,3.5750899235671474,"2",1.1784429663326468
1,37.8,52,24,1,3,3,1,4,4,1,2,3,5.7,2,5,48,6.6,1,3.7,"2",1
1,38.500931551795055,56.58739803077239,28.58739803077239,3.715616502564366,2.431233005128732,2.284383497435634,1.715616502564366,4,3.715616502564366,3.146849507693098,2,1.715616502564366,5,3.715616502564366,5,50.15616502564366,66.55945147692071,2.715616502564366,1.715616502564366,"2",1
1,38.39797944490384,60,29.31537284358967,2.993264816346127,2.664421605448709,2.335578394551291,2,3.664421605448709,4,4,2,2.335578394551291,3.993264816346127,3.664421605448709,5,52.66442160544871,67.6913623400642,2.664421605448709,2.335578394551291,"2",1
3.4004869298411755,37.84004869298412,86.79975653507941,37.20024346492059,3,1.6001217324602939,1.300060866230147,1,3,3,2.300060866230147,1,2.399878267539706,2.550213031805514,3,4,41.59951307015882,6.180036519738088,2,2.9399878267539705,"2",1
1.2575253731513163,38.012876268657564,80.12876268657566,36.128762686575655,3,3.9678093283560854,2.9678093283560854,1,3.9678093283560854,3.9678093283560854,3.9678093283560854,1.9678093283560854,1,5,3,4.967809328356085,37.93561865671217,6.212876268657566,2,2.993561865671217,"2",1
1,38,71.23476530406879,18.469530608137568,3.6173826520343915,3.3826173479656085,3.765234695931217,1.3826173479656085,3.852147956103175,3.6173826520343915,2.6173826520343915,2,1.6173826520343915,5,4,4.382617347965608,55.67832143575926,6.512187756744973,2.6173826520343915,3,"2",1
1,38.37738047053882,66.98095623568949,25.057131292931544,3,3.2452390589223716,3.4904781178447433,2,4.264282823232886,3.7547609410776284,3.5095218821552567,2,1.7547609410776284,5,3.2452390589223716,5,48.678585883835574,8.179284846969866,2,3,"2",1.7547609410776284
1,36.8,60,28,2,2,3,1,3,3,2,2,2,5,3,4,46,24,2,10,"2",1
1,36.8,60,28,2,2,3,1,3,3,2,2,2,5,3,4,46,24,2,10,"2",1
1,39.370414298340016,72,30,3,3,3.913609532226679,2.086390467773321,3.1727809355466423,3.913609532226679,3,2.086390467773321,2.913609532226679,5.456804766113339,4,5,46,6.630887625781344,1.0863904677733212,3,"2",1
1,38.23847288041908,72,30,3,3,3.158981920279386,2.841018079720614,4.682036159441228,3.158981920279386,3,2.841018079720614,2.158981920279386,5.079490960139693,4,5,46,6.027185536223509,1.841018079720614,3,"2",1
1,38.3,80,40,2,2,6,2,4,3,1,2,2,5,1,4,67,10.2,2,1,"2",1
1,38.028332294128134,87.24447215658313,30.944409804271096,2.90555901957289,2.90555901957289,6,2,4.90555901957289,3,2.811118039145781,1.0944409804271096,2.90555901957289,5,3.7166770587186715,4.90555901957289,63.377763921708436,6.849431627580305,2.90555901957289,2.811118039145781,"2",1
1,38.083470704041744,65.55372394611008,22.44627605388992,1.3884309865275193,1,2.6115690134724807,1,3.2231380269449614,4,2.6115690134724807,2,1.3884309865275193,5,2.8347070404174417,4.38843098652752,45,6.140491547153682,1.7768619730550388,2.3107447892220154,"2",1
1,37.50795057341869,61.6931685780623,21.693168578062295,2.153415710968852,1.576707855484426,3,1,3.4232921445155737,3.4232921445155737,3,2,1.576707855484426,4.711646072257787,4,4,43.84658428903115,7.557670785548442,1.576707855484426,2.5767078554844263,"2",1
1,37.855725906253824,53.11451812507644,22.27311916670064,3,1.5682797916751599,3.71586010416242,1.2841398958375798,2.1365595833503197,1.8524196875127399,3.28413989583758,2,1.2841398958375798,5,1.5682797916751599,2.1365595833503197,39.27311916670064,6.324005697928982,2,3,"2",1.2841398958375798
1,37.919675995345465,44.80324004654534,13.606480093090688,2.200810011636336,1,3.200810011636336,1,2.598379976727328,3.3975699650909923,3,1.200810011636336,1.799189988363664,6.198784982545496,1,3.3975699650909923,33.80324004654534,6.299189988363664,2,3,"2",1
1,37.852441228870205,74.95117542259587,21.292689225343448,2,1.3536553873282764,3,1,3.9390338380151713,3,2.3536553873282764,2,2,5,3,4.646344612671724,34.231723063358615,63.585378450686896,2,2.292689225343447,"2",1.3536553873282764
1,37.84077662447694,79.59223375523058,22.938510829846276,2.734627707461569,2.734627707461569,3,1,2.734627707461569,3,2.265372292538431,2,1.2653722925384308,5,3,4,39.81553248953883,61.73462770746157,2,1.7346277074615692,"2",2
1,37.95477561468859,37.95988875541346,15.537728335739317,2.2211080209837073,2.2211080209837073,3,1.2211080209837073,3.4422160419674146,3.2211080209837073,2.4422160419674146,2,2,5,3,4.221108020983707,45.778891979016294,20.550714872654165,2,3,"2",1.2211080209837073
1,37.845714389626224,32.285719481311176,12.91428779252447,2,2,3,1,3,3,2,2,2,5,3,4,46.91428779252447,20.114276881770998,2,3.2057147533180057,"2",1
1,37.753537303519444,88,37.53537303519444,3,1.7676865175972214,2.151529776395832,1.3838432587986107,3.7676865175972214,3.3838432587986107,2.3838432587986107,1.7676865175972214,2.6161567412013893,2.8434514057951374,3.3838432587986107,4.383843258798611,46.303059552791666,6.652533539957639,2.3838432587986107,2.385850785922223,"2",1
1,38.1225614108539,75.22627662357138,31.355009681298682,3,2.1612475796753294,2.1612475796753294,1.5806237898376647,4.161247579675329,3.5806237898376647,3.1612475796753294,1.5806237898376647,2.4193762101623353,3.532183264431826,3,4.580623789837665,44.58062378983767,7.393497095610395,2,3,"2",1.5806237898376647
1,38.339922378122814,60.23720561242133,25.438758049965035,3,2.3596895124912587,3,1.6798447562456293,4.679844756245629,3.6798447562456293,3.039534268736888,2,1.6798447562456293,5,3,5,44.35968951249126,29.08202874653235,2,2.3596895124912587,"2",1.6798447562456293
1,38,38.658664665389175,16.886221555129726,3,1,1.4431107775648624,1,4,2.221555388782431,1.778444611217569,2.778444611217569,2.556889222435138,2.6646661663472937,3,4.2215553887824315,38.32933233269459,74.55688922243513,2,1,"2",1.778444611217569
1,38.48560455699196,97.22511681718882,28.612558408594406,3,2.693720795702797,4,1.3062792042972031,3.6125584085944062,4,2,2,2.693720795702797,6.734301989256992,2.693720795702797,4,62.46860397851398,8.173046148397551,2,3,"2",1
1,38,100,30,3,2,4,2,5,4,2,2,2,5,2,4,59,6.3,2,3,"2",1
5.991547080866273,38.25042264595669,109.6760369575799,40.47886770216569,3,3,3,1.376056614891716,5,2.1281698446751474,3.376056614891716,2,2,4.62563396893503,2.376056614891716,4.3760566148917155,37.51267937870059,6.216198152121006,2,2.9376056614891715,"2",1.376056614891716
9,38.1,136,48,3,3,3,1,5,1,3,2,2,4.4,2,4,33,4.9,2,2.9,"2",1
1,39.08712072647737,72,30,3,3,3.7247471509849173,2,3.5505056980301655,3.7247471509849173,3,2.2752528490150827,2.7247471509849173,5.362373575492459,4,5,46,6.479797720787934,1.2752528490150827,3,"2",1
1,38,72,30,3,3,3,2,5,3,3,3,2,5,4,5,46,5.9,2,3,"2",1
1,36.595300801190895,42,18.093983976182177,2.9921680019848185,2.9921680019848185,2.023495994045544,1,1.0156639960303628,3.9921680019848185,1.0078319980151815,1.0078319980151815,1.0078319980151815,5,3,4.992168001984819,52.09398397618217,7.0976504005954455,2,3,"2",1.0078319980151815
1,37.81639304142288,59.43737319765961,28.5468855668617,2.7265572165691507,2.7265572165691507,3.546885566861699,1.7265572165691505,4.4531144331383015,3.7265572165691507,3.453114433138301,2,2,5,3,4.726557216569151,50.195412885186144,7.962491546510641,2,3,"2",2
1,40.03145170475072,114.70056077021549,35.29943922978451,3.1167601283692488,3,1.5838006418462438,2,2.3502803851077463,3.1167601283692488,3.1167601283692488,2,1.1167601283692488,6.7664797432615025,1.3502803851077463,5,57,7.679663537870704,3,4.429943922978451,"2",1
